2024-05-19T17:02:21.174Z,66,
2024-05-19T17:02:22.194Z,65,
2024-05-19T17:02:23.629Z,65,
2024-05-19T17:02:24.173Z,65,
2024-05-19T17:02:25.271Z,65,Waypoint 1
2024-05-19T17:02:26.364Z,65,
2024-05-19T17:02:27.459Z,65,
2024-05-19T17:02:28.555Z,65,Waypoint 2
2024-05-19T17:02:29.648Z,65,
2024-05-19T17:02:30.196Z,65,
2024-05-19T17:02:31.291Z,65,
2024-05-19T17:02:32.387Z,65,
2024-05-19T17:02:33.481Z,65,Waypoint 3
2024-05-19T17:02:34.576Z,65,
2024-05-19T17:02:35.671Z,65,
2024-05-19T17:02:36.220Z,65,
2024-05-19T17:02:37.313Z,65,
2024-05-19T17:02:40.096Z,65,
2024-05-19T17:02:40.097Z,65,
2024-05-19T17:02:40.599Z,65,
2024-05-19T17:02:41.693Z,65,
2024-05-19T17:02:42.240Z,65,
2024-05-19T17:02:43.338Z,66,
2024-05-19T17:02:44.430Z,66,
2024-05-19T17:02:45.526Z,66,
2024-05-19T17:02:46.624Z,67,
2024-05-19T17:02:47.715Z,67,
2024-05-19T17:02:48.264Z,67,
2024-05-19T17:02:49.361Z,67,