Time (s),Red,IR,filtered,isZeroX
68.78,3360632,3384013,30.71,0
68.82,3360678,3384058,-1.64,1
68.84,3360651,3384011,-18.07,0
68.88,3360571,3383845,-28.7,0
68.92,3360359,3383319,-56.77,0
68.96,3360270,3383098,-114.45,0
69.00,3360273,3383139,-179.01,0
69.04,3360363,3383329,-208.63,0
69.08,3360470,3383575,-176.93,0
69.12,3360531,3383708,-90.63,0
69.16,3360532,3383756,14.53,0
69.20,3360554,3383769,100.04,0
69.24,3360536,3383739,145.75,0
69.28,3360582,3383827,152.93,0
69.32,3360617,3383918,138.52,0
69.36,3360648,3383998,119.48,0
69.40,3360771,3384180,108.92,0
69.47,3360784,3384222,112.65,0
69.50,3360813,3384285,119.73,0
69.55,3360805,3384311,115.34,0
69.58,3360832,3384381,94.55,0
69.62,3360798,3384340,59.8,0
69.67,3360684,3384081,9.51,0
69.68,3360472,3383513,-66.01,1
69.72,3360378,3383288,-164.6,0
69.76,3360418,3383365,-252.46,0
69.80,3360469,3383528,-286.76,0
69.84,3360500,3383686,-254.61,0
69.89,3360573,3383876,-173.2,0
69.93,3360592,3383902,-71.32,0
69.97,3360611,3383905,20.92,0
70.01,3360601,3383896,82.6,0
70.05,3360586,3383902,107.15,0
70.11,3360626,3384006,103.49,0
70.15,3360642,3384087,89.71,0
70.19,3360687,3384170,79.47,0
70.23,3360661,3384170,75.06,0
70.27,3360743,3384297,74.27,0
70.31,3360723,3384304,76.16,0
70.33,3360786,3384413,77.39,0
70.37,3360804,3384436,76.6,0
70.41,3360692,3384255,65.22,0
70.45,3360526,3383784,22.95,0
70.49,3360331,3383375,-60.25,1
70.53,3360369,3383462,-160.29,0
70.57,3360421,3383602,-225.69,0
70.61,3360499,3383807,-222.78,0
70.65,3360575,3384024,-155.78,0
70.69,3360579,3384038,-55.9,0
70.73,3360638,3384100,39.42,0
70.77,3360595,3384067,104.67,0
70.81,3360650,3384159,131.15,0
70.85,3360662,3384181,128.96,0
70.89,3360639,3384215,110.58,0
70.95,3360721,3384296,86.97,0
70.99,3360705,3384294,69.73,0
71.03,3360732,3384365,59.12,0
71.07,3360709,3384302,49.11,0
71.11,3360742,3384358,36.67,0
71.15,3360700,3384335,20.93,0
71.16,3360666,3384287,-1.37,1
71.20,3360496,3383929,-38.74,0
71.24,3360321,3383506,-101.51,0
71.28,3360286,3383387,-179.51,0
71.32,3360322,3383479,-235.27,0
71.36,3360384,3383688,-236.02,0
71.40,3360479,3383848,-175.72,0
71.44,3360544,3383983,-72.8,0
71.48,3360592,3384064,40.09,0
71.52,3360578,3384021,129.4,0
71.58,3360644,3384076,177.89,0
71.62,3360644,3384116,189.42,0
71.66,3360696,3384256,176.35,0
71.70,3360730,3384329,153.11,0
71.74,3360786,3384427,131.58,0
71.78,3360820,3384487,116.26,0
71.82,3360847,3384514,104.59,0
71.86,3360862,3384538,90.6,0
71.90,3360888,3384622,71.03,0
71.94,3360862,3384602,44.43,0
71.98,3360799,3384429,6.6,0
72.02,3360606,3383930,-52.16,1
72.06,3360413,3383593,-140.49,0
72.10,3360402,3383602,-240.39,0
72.14,3360442,3383716,-306.08,0
72.20,3360598,3384052,-298.75,0
72.24,3360628,3384121,-216.08,0
72.28,3360585,3384079,-99.77,0
72.32,3360617,3384065,1.3,0
72.36,3360634,3384155,67.76,0
72.42,3360626,3384209,99.86,0
72.46,3360682,3384303,107.19,0
72.50,3360694,3384371,104.81,0
72.54,3360724,3384452,101.56,0
72.58,3360757,3384519,100.25,0
72.63,3360812,3384563,102.71,0
72.67,3360821,3384627,106.8,0
72.71,3360807,3384631,103.92,0
72.75,3360826,3384614,88.26,0
72.79,3360604,3384155,50.67,0
72.85,3360487,3383760,-22.34,1
72.89,3360539,3383941,-110.52,0
72.93,3360639,3384182,-163.99,0
72.97,3360662,3384282,-157.05,0
73.01,3360634,3384298,-108.16,0
73.07,3360641,3384324,-51.35,0
73.11,3360614,3384310,-8.8,0
73.15,3360643,3384360,13.54,0
73.19,3360639,3384372,21.54,0
73.23,3360716,3384499,26.48,0
73.27,3360715,3384596,36.78,0
73.31,3360757,3384623,51.21,0
73.35,3360702,3384588,60.96,0
73.39,3360759,3384663,60.17,0
73.47,3360787,3384686,54.92,0
73.51,3360570,3384209,38.45,0
73.55,3360340,3383681,-17.53,1
73.59,3360350,3383631,-108.61,0
73.69,3360459,3383929,-180.11,0
73.73,3360586,3384218,-181.87,0
73.77,3360611,3384317,-113.24,0
73.81,3360636,3384365,-14.03,0
73.85,3360652,3384387,73.69,0
73.91,3360646,3384380,126.29,0
73.95,3360684,3384478,140.76,0
73.99,3360722,3384562,130.99,0
74.03,3360740,3384631,112.63,0
74.07,3360752,3384696,92.99,0
74.12,3360781,3384760,75.02,0
74.16,3360772,3384778,58.95,0
74.20,3360812,3384822,43.86,0
74.24,3360837,3384854,31.86,0
74.28,3360722,3384650,16.24,0
74.34,3360531,3384134,-24.79,1
74.38,3360448,3383927,-98.77,0
74.42,3360516,3384053,-173.97,0
74.46,3360536,3384166,-207.86,0
74.50,3360614,3384364,-185.45,0
74.56,3360683,3384551,-116.9,0
74.59,3360690,3384592,-28.36,0
74.64,3360722,3384600,49.31,0
74.67,3360725,3384623,98.26,0
74.72,3360771,3384701,117.32,0
74.76,3360867,3384890,120.48,0
74.80,3360846,3384905,119.63,0
74.84,3360814,3384960,109.04,0
74.88,3360856,3384991,85.33,0
74.92,3360862,3384973,58.0,0
74.96,3360896,3385052,35.4,0
75.00,3360914,3385098,20.68,0
75.04,3360810,3384950,5.85,0
75.08,3360639,3384540,-30.23,1
75.12,3360447,3384126,-101.86,0
75.18,3360470,3384134,-189.94,0
75.22,3360513,3384239,-247.0,0
75.26,3360618,3384441,-238.36,0
75.30,3360626,3384581,-167.89,0
75.34,3360733,3384726,-64.92,0
75.38,3360711,3384670,37.62,0
75.42,3360696,3384659,109.23,0
75.46,3360767,3384733,140.09,0
75.50,3360744,3384777,142.03,0
75.54,3360819,3384916,129.03,0
75.58,3360829,3384923,114.18,0
75.62,3360827,3384948,100.99,0
75.66,3360884,3385026,88.16,0
75.70,3360843,3385015,75.04,0
75.74,3360837,3385035,55.5,0
75.80,3360864,3385073,29.99,0
75.84,3360887,3385090,7.72,0
75.88,3360759,3384800,-14.17,1
75.92,3360574,3384408,-55.96,0
75.96,3360461,3384206,-126.64,0
76.00,3360489,3384275,-200.04,0
76.02,3360535,3384413,-234.76,0
76.06,3360517,3384506,-214.89,0
76.10,3360551,3384617,-155.56,0
76.14,3360482,3384516,-83.81,0
76.18,3360515,3384542,-22.97,0
76.23,3360485,3384516,19.05,0
76.27,3360539,3384560,46.21,0
76.31,3360506,3384611,64.52,0
76.35,3360562,3384716,77.9,0
76.39,3360574,3384796,90.67,0
76.45,3360590,3384808,103.19,0
76.49,3360601,3384793,111.16,0
76.53,3360609,3384895,111.77,0
76.57,3360650,3384908,106.21,0
76.61,3360621,3384910,95.84,0
76.65,3360510,3384699,71.76,0
76.67,3360347,3384292,19.6,0
76.71,3360238,3384045,-60.78,1
76.75,3360270,3384121,-141.52,0
76.79,3360371,3384283,-179.84,0
76.83,3360423,3384460,-154.54,0
76.87,3360461,3384531,-82.13,0
76.91,3360481,3384594,3.14,0
76.95,3360499,3384594,72.41,0
76.99,3360496,3384575,110.78,0
77.03,3360527,3384677,118.65,0
77.07,3360534,3384671,106.88,0
77.11,3360565,3384755,87.67,0
77.15,3360585,3384807,70.09,0
77.19,3360609,3384884,58.13,0
77.23,3360597,3384905,49.22,0
77.29,3360641,3384937,40.28,0
77.33,3360637,3384973,31.52,0
77.37,3360671,3385001,22.99,0
77.41,3360618,3384863,11.55,0
77.45,3360362,3384306,-21.68,1
77.49,3360277,3384066,-92.64,0
77.51,3360265,3384023,-176.3,0
77.55,3360345,3384221,-225.57,0
77.59,3360418,3384417,-211.79,0
77.63,3360527,3384620,-137.48,0
77.67,3360552,3384672,-30.75,0
77.72,3360574,3384661,69.3,0
77.76,3360614,3384734,135.99,0
77.80,3360624,3384755,163.89,0
77.84,3360651,3384853,159.74,0
77.88,3360678,3384932,136.98,0
77.94,3360728,3385011,110.59,0
77.98,3360766,3385097,90.78,0
78.02,3360801,3385146,79.45,0
78.06,3360794,3385157,70.51,0
78.10,3360805,3385221,56.01,0
78.14,3360836,3385287,35.43,0
78.16,3360873,3385275,15.31,0
78.20,3360656,3384832,-13.01,1
78.24,3360467,3384424,-75.04,0
78.28,3360447,3384348,-166.04,0
78.32,3360522,3384510,-238.59,0
78.36,3360546,3384655,-252.88,0
78.40,3360584,3384815,-208.22,0
78.44,3360690,3384988,-124.12,0
78.48,3360660,3384968,-27.32,0
78.52,3360630,3384890,47.88,0
78.56,3360652,3384936,83.87,0
78.60,3360643,3384965,88.21,0
78.64,3360712,3385096,78.61,0
78.68,3360683,3385133,69.4,0
78.72,3360702,3385169,62.57,0
78.78,3360768,3385270,60.23,0
78.82,3360779,3385324,65.85,0
78.86,3360791,3385325,73.2,0
78.90,3360810,3385350,74.71,0
78.94,3360709,3385094,62.12,0
78.98,3360505,3384613,18.05,0
79.02,3360453,3384458,-60.58,1
79.06,3360445,3384471,-142.25,0
79.10,3360548,3384649,-184.47,0
79.14,3360571,3384758,-167.23,0
79.19,3360694,3384998,-99.98,0
79.23,3360689,3384962,-9.4,0
79.27,3360656,3384952,67.48,0
79.31,3360661,3384963,104.96,0
79.35,3360677,3385002,105.82,0
79.40,3360744,3385074,89.93,0
79.44,3360751,3385146,75.38,0
79.48,3360760,3385198,65.92,0
79.52,3360785,3385261,58.76,0
79.56,3360796,3385296,52.54,0
79.62,3360810,3385328,45.47,0
79.67,3360919,3385487,41.79,0
79.70,3360866,3385446,43.55,0
79.75,3360837,3385394,37.31,0
79.78,3360751,3385142,10.28,0
79.83,3360599,3384799,-42.59,1
79.83,3360629,3384778,-110.13,0
79.87,3360645,3384857,-159.77,0
79.91,3360721,3385043,-166.06,0
79.95,3360824,3385237,-123.76,0
79.99,3360849,3385334,-47.93,0
80.05,3360871,3385355,30.19,0
80.09,3360860,3385314,83.52,0
80.13,3360868,3385356,101.8,0
80.17,3360921,3385445,93.9,0
80.21,3360859,3385446,72.62,0
80.25,3360947,3385571,47.19,0
80.27,3360973,3385627,31.3,0
80.31,3360967,3385645,27.76,0
80.35,3360966,3385678,26.17,0
80.39,3360957,3385698,19.15,0
80.43,3360978,3385751,6.7,0
80.47,3360981,3385757,-6.48,1
80.51,3360853,3385491,-24.78,0
80.55,3360673,3385127,-65.44,0
80.59,3360593,3384996,-131.78,0
80.63,3360618,3384982,-195.13,0
80.68,3360724,3385177,-214.76,0
80.72,3360735,3385302,-174.93,0
80.76,3360802,3385416,-94.25,0
80.80,3360774,3385425,-4.94,0
80.84,3360729,3385333,60.89,0
80.89,3360780,3385368,90.69,0
80.93,3360731,3385344,93.48,0
80.97,3360759,3385401,80.55,0
81.01,3360796,3385465,66.24,0
81.05,3360779,3385501,59.85,0
81.09,3360784,3385554,57.81,0
81.09,3360763,3385503,54.15,0
81.14,3360762,3385525,45.72,0
81.17,3360766,3385506,33.9,0
81.22,3360773,3385506,22.76,0
81.25,3360704,3385350,10.61,0
81.30,3360506,3384892,-17.96,1
81.34,3360379,3384626,-76.41,0
81.38,3360369,3384675,-147.24,0
81.42,3360412,3384738,-190.99,0
81.46,3360487,3384890,-180.23,0
81.52,3360569,3385124,-114.47,0
81.56,3360574,3385154,-18.8,0
81.60,3360593,3385155,70.64,0
81.64,3360656,3385236,132.81,0
81.68,3360569,3385172,159.97,0
81.72,3360657,3385313,153.31,0
81.76,3360630,3385356,129.3,0
81.80,3360652,3385398,101.37,0
81.84,3360709,3385464,78.47,0
81.88,3360660,3385452,63.88,0
81.92,3360728,3385529,52.6,0
81.96,3360722,3385504,44.16,0
82.00,3360759,3385596,37.91,0
82.04,3360731,3385511,29.6,0
82.08,3360614,3385215,8.3,0
82.14,3360388,3384780,-44.59,1
82.18,3360345,3384673,-128.38,0
82.22,3360427,3384806,-202.22,0
82.26,3360452,3384893,-222.62,0
82.30,3360501,3385084,-183.83,0
82.34,3360593,3385225,-103.77,0
82.34,3360542,3385190,-11.8,0
82.38,3360546,3385172,57.87,0
82.42,3360564,3385194,91.85,0
82.46,3360567,3385273,97.99,0
82.50,3360609,3385323,89.9,0
82.54,3360633,3385413,80.93,0
82.58,3360674,3385496,78.02,0
82.62,3360671,3385528,79.51,0
82.66,3360693,3385562,79.2,0
82.70,3360704,3385600,73.59,0
82.76,3360683,3385580,60.84,0
82.80,3360741,3385663,43.03,0
82.84,3360584,3385390,18.56,0
82.88,3360434,3385016,-28.84,1
82.92,3360231,3384604,-108.65,0
82.98,3360272,3384660,-197.93,0
83.02,3360360,3384796,-246.96,0
83.06,3360370,3384897,-227.27,0
83.10,3360444,3385103,-152.77,0
83.14,3360443,3385138,-54.66,0
83.18,3360519,3385176,37.91,0
83.19,3360559,3385197,109.73,0
83.23,3360504,3385189,150.54,0
83.27,3360533,3385232,154.68,0
83.31,3360550,3385277,134.53,0
83.35,3360577,3385302,108.26,0
83.41,3360571,3385325,85.19,0
83.45,3360577,3385384,66.13,0
83.49,3360590,3385392,50.14,0
83.53,3360599,3385481,37.23,0
83.57,3360660,3385551,29.43,0
83.63,3360655,3385545,27.74,0
83.67,3360539,3385329,19.23,0
83.71,3360283,3384781,-23.19,1
83.75,3360287,3384625,-103.19,0
83.79,3360285,3384654,-180.37,0
83.83,3360319,3384800,-214.04,0
83.83,3360378,3385000,-192.02,0
83.87,3360417,3385101,-125.0,0
83.91,3360450,3385151,-38.68,0
83.95,3360331,3384991,32.57,0
83.99,3360398,3385077,66.85,0
84.03,3360419,3385113,74.97,0
84.07,3360444,3385164,75.68,0
84.11,3360471,3385246,77.1,0
84.15,3360507,3385323,82.41,0
84.19,3360581,3385459,93.35,0
84.25,3360549,3385437,105.36,0
84.29,3360537,3385499,105.05,0
84.33,3360589,3385548,89.49,0
84.37,3360589,3385566,68.34,0
84.41,3360507,3385462,41.61,0
84.45,3360279,3384968,-7.84,1
84.49,3360134,3384544,-92.21,0
84.53,3360123,3384511,-188.25,0
84.57,3360156,3384633,-249.87,0
84.61,3360235,3384851,-246.73,0
84.66,3360315,3385065,-178.75,0
84.70,3360380,3385156,-70.56,0
84.74,3360361,3385135,39.02,0
84.78,3360355,3385132,114.67,0
84.82,3360346,3385172,143.37,0
84.87,3360347,3385221,134.14,0
84.91,3360403,3385353,108.21,0
84.95,3360458,3385392,88.4,0
84.99,3360495,3385501,84.7,0
85.03,3360515,3385539,91.52,0
85.07,3360541,3385548,98.02,0
85.09,3360534,3385609,95.53,0
85.14,3360527,3385608,78.98,0
85.17,3360553,3385607,51.4,0
85.22,3360337,3385181,9.5,0
85.25,3360124,3384628,-65.47,1
85.30,3360071,3384486,-167.88,0
85.34,3360069,3384502,-254.65,0
85.38,3360104,3384598,-286.21,0
85.42,3360200,3384826,-249.12,0
85.46,3360262,3385033,-155.25,0
85.52,3360308,3385078,-36.75,0
85.56,3360318,3385082,69.56,0
85.60,3360295,3385073,136.97,0
85.64,3360284,3385128,156.81,0
85.68,3360377,3385244,145.09,0
85.72,3360409,3385337,128.7,0
85.74,3360437,3385408,119.57,0
85.78,3360499,3385503,117.28,0
85.82,3360490,3385501,117.15,0
85.86,3360509,3385569,110.14,0
85.90,3360524,3385614,92.62,0
85.94,3360524,3385636,67.08,0
85.98,3360515,3385583,36.0,0
86.02,3360303,3385054,-9.2,1
86.06,3360097,3384588,-87.04,0
86.10,3360141,3384601,-183.85,0
86.14,3360254,3384868,-244.93,0
86.18,3360338,3385124,-231.52,0
86.22,3360402,3385282,-152.57,0
86.26,3360397,3385247,-47.78,0
86.36,3360429,3385299,42.15,0
86.40,3360443,3385345,97.32,0
86.44,3360495,3385459,119.18,0
86.48,3360546,3385546,121.16,0
86.52,3360573,3385661,115.69,0
86.56,3360562,3385726,105.03,0
86.60,3360624,3385788,89.89,0
86.64,3360710,3385901,79.46,0
86.68,3360730,3385990,78.79,0
86.72,3360836,3386093,84.14,0
86.77,3360808,3386003,88.46,0
86.81,3360547,3385451,64.02,0
86.85,3360376,3385011,-18.86,1
86.89,3360344,3384979,-140.85,0
86.93,3360353,3385069,-245.38,0
86.99,3360412,3385291,-288.05,0
87.03,3360473,3385449,-257.45,0
87.07,3360571,3385635,-169.47,0
87.11,3360529,3385570,-60.06,0
87.15,3360612,3385649,33.5,0
87.20,3360646,3385773,97.28,0
87.25,3360730,3385904,135.13,0
87.28,3360689,3385897,150.07,0
87.33,3360761,3386029,144.18,0
87.36,3360648,3385912,119.91,0
87.41,3360735,3386044,82.06,0
87.45,3360698,3386018,44.39,0
87.49,3360719,3386046,15.45,0
87.53,3360746,3386086,-2.67,1
87.57,3360648,3385902,-15.0,0
87.63,3360409,3385408,-46.72,0
87.67,3360217,3384977,-119.42,0
87.71,3360261,3385047,-210.21,0
87.75,3360367,3385240,-260.25,0
87.79,3360421,3385413,-234.2,0
87.85,3360560,3385738,-141.03,0
87.89,3360530,3385708,-17.21,0
87.93,3360475,3385649,85.66,0
87.97,3360469,3385702,134.75,0
88.01,3360555,3385805,139.9,0
88.05,3360554,3385849,128.17,0
88.09,3360647,3385973,117.79,0
88.13,3360664,3386031,116.92,0
88.17,3360612,3386000,116.89,0
88.21,3360652,3386063,104.95,0
88.25,3360692,3386123,85.71,0
88.30,3360668,3386136,65.63,0
88.33,3360694,3386150,43.95,0
88.38,3360505,3385855,11.64,0
88.42,3360231,3385253,-55.65,1
88.47,3360170,3385037,-160.15,0
88.51,3360223,3385139,-254.02,0
88.55,3360304,3385306,-283.58,0
88.59,3360364,3385525,-234.74,0
88.63,3360444,3385687,-130.48,0
88.67,3360474,3385696,-8.9,0
88.71,3360474,3385697,92.23,0
88.75,3360461,3385724,148.82,0
88.79,3360506,3385821,161.24,0
88.88,3360555,3385914,149.39,0
88.92,3360653,3386067,136.61,0
88.96,3360658,3386092,133.23,0
89.00,3360668,3386125,131.24,0
89.04,3360741,3386236,123.67,0
89.10,3360714,3386222,110.03,0
89.14,3360672,3386144,83.18,0
89.18,3360456,3385572,28.35,0
89.22,3360238,3385125,-67.93,1
89.26,3360181,3385014,-189.71,0
89.32,3360256,3385126,-284.04,0
89.36,3360278,3385280,-306.35,0
89.40,3360400,3385562,-251.02,0
89.44,3360446,3385678,-141.08,0
89.48,3360469,3385714,-17.07,0
89.52,3360445,3385716,80.01,0
89.56,3360492,3385817,131.85,0
89.60,3360547,3385905,147.93,0
89.64,3360628,3386073,149.37,0
89.68,3360731,3386245,153.66,0
89.74,3360902,3386438,172.98,0
89.78,3361005,3386589,208.54,0
89.82,3361160,3386781,248.57,0
89.86,3361223,3386933,276.85,0
89.90,3361410,3387152,284.37,0
89.96,3361356,3386991,265.69,0
90.00,3361157,3386522,197.42,0
90.04,3361115,3386252,68.44,0
90.08,3361075,3386213,-86.13,1
90.12,3361165,3386417,-213.01,0
90.16,3361222,3386592,-274.54,0
90.16,3361320,3386802,-264.73,0
90.20,3361354,3386872,-205.76,0
90.24,3361330,3386875,-135.42,0
90.28,3361312,3386809,-87.58,0
90.32,3361212,3386718,-78.1,0
90.36,3361168,3386740,-104.87,0
90.41,3361168,3386800,-145.81,0
90.44,3361206,3386862,-170.61,0
90.48,3361180,3386891,-164.59,0
90.53,3361124,3386854,-137.7,0
90.58,3361116,3386860,-106.45,0
90.62,3361091,3386844,-77.74,0
90.66,3360953,3386728,-60.09,0
90.70,3360835,3386578,-66.05,0
90.74,3360587,3386057,-102.47,0
90.79,3360223,3385364,-177.18,0
90.83,3360131,3385229,-276.91,0
90.87,3360144,3385325,-345.74,0
90.91,3360069,3385350,-338.64,0
90.95,3360164,3385569,-254.26,0
90.99,3360123,3385592,-116.75,0
91.03,3360076,3385548,29.43,0
91.07,3360007,3385464,141.4,0
91.11,3359968,3385447,202.38,0
91.15,3360032,3385576,225.33,0
